Customer_ID,Product_ID,Transaction_ID,Purchase_Frequency,Average_Order_Value,Most_Frequent_Category,Time_Between_Purchases,Region,Churn_Probability,Lifetime_Value,Launch_Date,Peak_Sales_Date,Season,Preferred_Purchase_Times,Retention_Strategy,launch_year,launch_month,customer_tenure,recency,engagement_score,purchase_freq_scaled,avg_order_value_scaled,time_between_scaled,customer_tenure_scaled,recency_scaled,engagement_score_scaled,purchase_freq_standardized,avg_order_value_standardized,time_between_standardized,customer_tenure_standardized,recency_standardized,engagement_score_standardized,engagement_score_log,customer_tenure_group,engagement_category,recently_active,engagement_score_ma3
CUST_ZG6J8H,PROD_7L64HJ,TRANS_BOHNHP,1,72.41,Electronics,49,South America,0.72,477.45,2022-06-17,2023-12-20,Winter,Evening,Email Campaign,2022,6,3,435,1,0.0,0.2911919977771602,0.5238095238095238,0,0,0,-1.620586408136614,-0.7216560563132112,0.0855746884239637,-1.2230488429397053,-1.622125566069336,-0.6459851836958083,0.6931471805599453,Medium,Low,Inactive,2.4786759387839425
CUST_5ZA4SM,PROD_QK2SPK,TRANS_4WATFN,13,96.82,Sports,83,Asia,0.67,2285.56,2021-01-12,2023-04-08,Fall,Evening,Email Campaign,2021,1,4,691,15,0.6666666666666666,0.4268407891080855,0.9285714285714286,0,0,0,0.5508839289268616,-0.2531058375000174,1.461438596503014,0.005405197779163,0.7973394075854671,-0.4093494297424217,2.772588722239781,Medium,Medium,Inactive,2.0794415416798286
CUST_65FSTN,PROD_IUCYER,TRANS_D4IIX4,4,155.2,Sports,22,North America,0.52,1730.77,2022-12-06,2023-12-13,Fall,Morning,Loyalty Program,2022,12,3,442,28,0.1666666666666666,0.7512642400666851,0.2023809523809523,0,0,0,-1.0777188238707454,0.8674989054051138,-1.007023120932929,-1.2230488429397053,-1.5559683206959627,-0.1896162296428485,3.367295829986474,Medium,Medium,Inactive,2.2776772442620596
CUST_536F7A,PROD_ESZ3UM,TRANS_S9UEPO,10,20.96,Home,31,South America,0.45,9569.62,2021-03-25,2023-08-03,Spring,Morning,Loyalty Program,2021,3,4,574,7,0.5,0.0052792442345095,0.3095238095238095,0,0,0,0.0080163446609926,-1.7092393729022657,-0.6428238511472981,0.005405197779163,-0.3084316936552047,-0.5445698605729283,2.0794415416798357,Medium,Low,Inactive,2.7397753646353564
CUST_31OU72,PROD_BG6CNR,TRANS_WREXL8,8,141.24,Home,36,North America,0.89,3650.45,2021-08-19,2023-02-14,Summer,Morning,Loyalty Program,2021,8,4,744,31,0.3888888888888889,0.6736871353153654,0.369047619047619,0,0,0,-0.35389537818292,0.5995365516717186,-0.4404909234886143,0.005405197779163,1.2982442654124382,-0.1389085680814086,3.4657359027997265,Medium,Medium,Inactive,2.970824424822005
CUST_VFYP6B,PROD_WI4BMI,TRANS_DAW0LM,18,167.51,Sports,62,South America,0.78,2916.02,2021-11-05,2023-07-17,Spring,Afternoon,Email Campaign,2021,11,4,591,49,0.9444444444444444,0.8196721311475409,0.6785714285714286,0,0,0,1.4556632360366433,1.103789490968015,0.6116403003365417,0.005405197779163,-0.1477640977484404,0.1653374012872311,3.912023005428146,Medium,High,Inactive,3.1524001499692287
CUST_OCS9ZR,PROD_873KKQ,TRANS_9PKL3P,8,94.76,Sports,37,Europe,0.21,8300.94,2021-09-23,2023-02-08,Spring,Afternoon,Loyalty Program,2021,9,4,750,20,0.3888888888888889,0.4153931647679911,0.3809523809523809,0,0,0,-0.35389537818292,-0.2926475601856042,-0.4000243379568775,0.005405197779163,1.3549504757324726,-0.3248366604733551,3.044522437723423,Medium,Medium,Inactive,3.4740937819837576
CUST_4WCJBX,PROD_EVVPHG,TRANS_B44Q5J,3,190.05,Sports,26,South America,0.43,9706.18,2022-04-15,2023-04-15,Spring,Afternoon,Discount,2022,4,3,684,22,0.1111111111111111,0.9449291469852736,0.25,0,0,0,-1.2586746852927015,1.536445039187982,-0.845156778805982,-1.2230488429397053,0.7311821622120935,-0.2910315527657285,3.1354942159291497,Medium,Medium,Inactive,3.364013219693566
CUST_HTSHWT,PROD_BO1XAA,TRANS_IYDJDG,6,137.23,Sports,35,North America,0.86,4880.91,2022-12-09,2023-05-25,Winter,Morning,Discount,2022,12,3,644,24,0.2777777777777778,0.6514031675465406,0.3571428571428571,0,0,0,-0.7158071010268326,0.5225645575119106,-0.480957509020351,-1.2230488429397053,0.3531407600785305,-0.2572264450581019,3.2188758248682006,Medium,Medium,Inactive,3.1329641595069173
CUST_95G0MK,PROD_LKC3M9,TRANS_VOY59T,16,154.01,Home,28,North America,0.15,2355.83,2022-07-07,2023-10-23,Fall,Afternoon,Discount,2022,7,3,493,88,0.8333333333333334,0.7446512920255626,0.2738095238095238,0,0,0,1.0937515131927305,0.844656842300333,-0.7642236077425084,-1.2230488429397053,-1.07396553297567,0.8245370015859506,4.48863636973214,Medium,High,Inactive,3.61433547017649
CUST_AA73BO,PROD_1ZBD54,TRANS_O773A4,4,57.64,Sports,69,South America,0.17,8812.21,2022-09-10,2023-09-04,Summer,Morning,Loyalty Program,2022,9,3,542,3,0.1666666666666666,0.2091136426785217,0.7619047619047619,0,0,0,-1.0777188238707454,-1.0051663689666677,0.8949063990586991,-1.2230488429397053,-0.6108648153620552,-0.6121800759881816,1.3862943611198906,Medium,Low,Inactive,3.0312688519067366
CUST_KJKJWK,PROD_NTWPYC,TRANS_YQ1TG2,4,63.54,Sports,72,North America,0.14,3846.8,2020-06-20,2023-02-28,Fall,Evening,Discount,2020,6,5,730,4,0.1666666666666666,0.2419005279244234,0.7976190476190477,1,0,0,-1.0777188238707454,-0.8919158039933843,1.0163061556539097,1.2338592384980311,1.165929774665691,-0.5952775221343682,1.6094379124341003,Loyal,Low,Inactive,2.494789547762036
CUST_JVGFK2,PROD_AWCN84,TRANS_GMLJ8H,12,197.72,Sports,68,Europe,0.15,8443.6,2021-06-25,2023-11-09,Spring,Evening,Email Campaign,2021,6,4,476,35,0.6111111111111112,0.9875520978049458,0.75,0,0,0,0.3699280675049052,1.68367077365325,0.8544398135269623,0.005405197779163,-1.234633128882434,-0.0712983526661553,3.58351893845611,Medium,High,Inactive,2.193083737336693
CUST_MM3GA9,PROD_S1ZUMS,TRANS_KR3JN5,11,149.11,Home,53,North America,1.0,3700.05,2020-10-24,2023-02-19,Winter,Afternoon,Email Campaign,2020,10,5,739,31,0.5555555555555556,0.7174215059738817,0.5714285714285714,1,0,0,0.1889722060829489,0.750601288339471,0.2474410305509108,1.2338592384980311,1.2509890901457428,-0.1389085680814086,3.4657359027997265,Loyal,Medium,Inactive,2.8862309178966385
CUST_F1AI7H,PROD_FXA5B5,TRANS_DDWRRR,12,135.05,Sports,47,Europe,0.39,143.1,2022-07-14,2023-04-02,Spring,Morning,Loyalty Program,2022,7,3,697,34,0.6111111111111112,0.6392886913031397,0.5,0,0,0,0.3699280675049052,0.4807194335048333,0.0046415173604901,-1.2230488429397053,0.8540456179055016,-0.0882009065199686,3.5553480614894135,Medium,High,Inactive,3.53486763424841
CUST_IK71GU,PROD_H3MRTL,TRANS_CMCZQM,14,146.63,Home,44,North America,0.04,9685.74,2020-04-21,2023-02-08,Winter,Afternoon,Loyalty Program,2020,4,5,750,47,0.7222222222222222,0.7036398999722144,0.4642857142857143,1,0,0,0.7318397903488179,0.7029976610286669,-0.1167582392347201,1.2338592384980311,1.3549504757324726,0.1315322935796045,3.871201010907891,Loyal,High,Inactive,3.630761658399003
CUST_AVEM6Y,PROD_0WWAGH,TRANS_QEKX05,10,190.51,Clothing,11,South America,0.56,4821.97,2021-08-01,2023-03-29,Winter,Morning,Discount,2021,8,4,701,173,0.5,0.947485412614615,0.0714285714285714,0,0,0,0.0080163446609926,1.5452747442536954,-1.4521555617820334,0.005405197779163,0.8918497581188578,2.2612540791600826,5.159055299214529,Medium,High,Inactive,4.195201457203937
CUST_3IN27F,PROD_Z1HKQK,TRANS_MICQYY,11,126.87,Sports,12,North America,0.0,9779.55,2021-08-02,2023-02-12,Fall,Afternoon,Loyalty Program,2021,8,4,746,116,0.5555555555555556,0.593831619894415,0.0833333333333333,0,0,0,0.1889722060829489,0.3237042434232304,-1.4116889762502969,0.005405197779163,1.3171463355191162,1.2978085094927234,4.762173934797756,Medium,High,Inactive,4.597476748306718
CUST_B3A3X6,PROD_K14AWY,TRANS_V4PTBK,8,46.39,Electronics,59,Asia,0.73,1463.44,2022-05-21,2023-07-19,Spring,Evening,Discount,2022,5,3,589,6,0.3888888888888889,0.1465962767435398,0.6428571428571429,0,0,0,-0.35389537818292,-1.2211102428564025,0.4902405437413314,-1.2230488429397053,-0.1666661678551186,-0.5614724144267416,1.9459101490553132,Medium,Low,Inactive,3.955713127689192
CUST_IW6OY2,PROD_FC0YIC,TRANS_TAZKCQ,16,42.33,Sports,44,Europe,0.01,4826.89,2020-07-12,2023-08-31,Summer,Afternoon,Email Campaign,2020,7,5,546,15,0.8333333333333334,0.1240344540150041,0.4642857142857143,1,0,0,1.0937515131927305,-1.299041987566831,-0.1167582392347201,1.2338592384980311,-0.5730606751486989,-0.4093494297424217,2.772588722239781,Loyal,Medium,Inactive,3.16022426869761
CUST_BT7974,PROD_98X3VX,TRANS_8EVNBJ,8,158.65,Clothing,32,Europe,0.64,4703.77,2021-11-01,2023-05-14,Spring,Evening,Email Campaign,2021,11,4,655,40,0.3888888888888889,0.7704362322867463,0.3214285714285714,0,0,0,-0.35389537818292,0.9337216933979662,-0.6023572656155614,0.005405197779163,0.4571021456652603,0.0132144166029112,3.713572066704308,Medium,High,Inactive,2.8106903126664604
CUST_L6Y0LJ,PROD_QSBLCY,TRANS_5LGI9O,13,54.2,Clothing,69,North America,0.26,8156.23,2022-07-20,2023-10-03,Summer,Evening,Email Campaign,2022,7,3,513,10,0.6666666666666666,0.1899972214504028,0.7619047619047619,0,0,0,0.5508839289268616,-1.0711972068493951,0.8949063990586991,-1.2230488429397053,-0.8849448319088883,-0.4938621990114883,2.3978952727983707,Medium,Low,Inactive,2.961352020580813
CUST_3JTLFJ,PROD_WBH2KT,TRANS_ES42X6,10,52.89,Sports,58,Asia,0.97,5294.12,2022-12-28,2023-02-24,Winter,Evening,Discount,2022,12,3,734,9,0.5,0.1827174215059738,0.6309523809523809,0,0,0,0.0080163446609926,-1.0963426712756668,0.4497739582095946,-1.2230488429397053,1.2037339148790474,-0.5107647528653017,2.302585092994046,Medium,Low,Inactive,2.804684144165568
CUST_HLA9HH,PROD_FJVKBY,TRANS_7S3Y2L,11,194.57,Clothing,32,Europe,0.12,3923.53,2020-09-17,2023-09-14,Fall,Morning,Loyalty Program,2020,9,5,532,67,0.5555555555555556,0.9700472353431508,0.3214285714285714,1,0,0,0.1889722060829489,1.6232064889641242,-0.6023572656155614,1.2338592384980311,-0.7053751658954459,0.4695833706558708,4.219507705176107,Loyal,High,Inactive,2.9733293569895007
CUST_HQKVEM,PROD_EZA0KH,TRANS_AE6QO5,2,65.55,Electronics,78,Asia,0.55,9061.02,2021-08-26,2023-05-05,Summer,Evening,Discount,2021,8,4,664,2,0.0555555555555555,0.2530702973048068,0.8690476190476191,0,0,0,-1.439630546714658,-0.8533338318584184,1.25910566884433,0.005405197779163,0.542161461145312,-0.6290826298419949,1.0986122886681098,Medium,Low,Inactive,2.5402350289460807
CUST_Z6NYUZ,PROD_H6JDDP,TRANS_G8UITW,10,128.93,Home,70,North America,0.72,7562.38,2022-05-23,2023-04-04,Winter,Evening,Email Campaign,2022,5,3,695,18,0.5,0.6052792442345095,0.7738095238095238,0,0,0,0.0080163446609926,0.3632459661088175,0.9353729845904358,-1.2230488429397053,0.8351435477988234,-0.3586417681809817,2.9444389791664403,Medium,Medium,Inactive,2.7541863243368785
CUST_WZ80J0,PROD_2ADA70,TRANS_H1OV08,2,164.17,Electronics,9,Asia,0.72,5470.54,2022-08-04,2023-01-23,Winter,Evening,Email Campaign,2022,8,3,766,36,0.0555555555555555,0.801111419838844,0.0476190476190476,0,0,0,-1.439630546714658,1.0396781541865292,-1.533088732845507,-1.2230488429397053,1.506167036585898,-0.054395798812342,3.6109179126442243,Medium,High,Inactive,2.5513230601595844
CUST_HPUZGK,PROD_KX1LIB,TRANS_U19DR1,6,77.38,Electronics,25,South America,0.27,707.61,2022-02-27,2023-07-30,Spring,Morning,Discount,2022,2,3,578,19,0.2777777777777778,0.3188107807724367,0.238095238095238,0,0,0,-0.7158071010268326,-0.6262568515814794,-0.8856233643377187,-1.2230488429397053,-0.2706275534418484,-0.3417392143271685,2.995732273553991,Medium,Medium,Inactive,3.183696388454878
CUST_Y0C36J,PROD_CIPIAU,TRANS_4HMYXW,13,41.81,Electronics,18,Asia,0.29,2098.33,2023-01-01,2023-08-14,Fall,Evening,Discount,2023,1,2,563,30,0.6666666666666666,0.1211447624340094,0.1547619047619047,0,0,0,0.5508839289268616,-1.3090233932932902,-1.168889463059876,-2.451502883658573,-0.4123930792419346,-0.1558111219352219,3.4339872044851463,New,Medium,Inactive,3.34687913022778
CUST_0ITY6V,PROD_RQRNPQ,TRANS_TY5KBN,18,198.96,Clothing,14,Europe,0.83,484.32,2021-11-25,2023-01-31,Winter,Evening,Email Campaign,2021,11,4,758,256,0.9444444444444444,0.9944429008057794,0.1071428571428571,0,0,0,1.4556632360366433,1.707472587308652,-1.3307558051868231,0.005405197779163,1.4305587561591853,3.664166049026589,5.54907608489522,Medium,High,Inactive,3.9929318543114456
CUST_QOD4CG,PROD_JKZWNM,TRANS_3MI1CD,15,30.5,Home,44,South America,0.6,5992.02,2022-03-15,2023-11-04,Fall,Afternoon,Discount,2022,3,3,481,10,0.7777777777777778,0.0582939705473742,0.4642857142857143,0,0,0,0.9127956517707744,-1.5261189678437703,-0.1167582392347201,-1.2230488429397053,-1.1873779536157387,-0.4938621990114883,2.3978952727983707,Medium,Low,Inactive,3.7936528540595718
CUST_XWOU41,PROD_L6YRYE,TRANS_AN3AHB,6,63.69,Electronics,43,Asia,0.83,1927.25,2022-03-21,2023-05-19,Summer,Evening,Loyalty Program,2022,3,3,650,9,0.2777777777777778,0.2427340928035564,0.4523809523809524,0,0,0,-0.7158071010268326,-0.8890365523415212,-0.1572248247664569,-1.2230488429397053,0.409846970398565,-0.5107647528653017,2.302585092994046,Medium,Low,Inactive,3.416518816895872
CUST_AOR1F5,PROD_V9WCCN,TRANS_271AV6,19,188.48,Clothing,36,Asia,0.05,3537.48,2022-07-01,2023-09-08,Spring,Morning,Discount,2022,7,3,538,99,1.0,0.9362045012503472,0.369047619047619,0,0,0,1.6366190974585997,1.506308871898481,-0.4404909234886143,-1.2230488429397053,-0.6486689555754115,1.0104650939778972,4.605170185988092,Medium,High,Inactive,3.1018835172601626
CUST_OJN0HB,PROD_FG5TZE,TRANS_7PL2HS,10,160.28,Clothing,50,North America,0.72,424.26,2021-06-09,2023-04-01,Winter,Evening,Discount,2021,6,4,698,32,0.5,0.7794943039733259,0.5357142857142857,0,0,0,0.0080163446609926,0.965009561348212,0.1260412739557004,0.005405197779163,0.8634966529588406,-0.1220060142275953,3.4965075614664802,Medium,Medium,Inactive,3.4680876134828655
CUST_PZYZSP,PROD_P18RN6,TRANS_Y7D7GI,10,91.2,Clothing,41,North America,0.66,3464.23,2021-12-22,2023-12-01,Summer,Evening,Email Campaign,2021,12,4,454,22,0.5,0.3956098916365657,0.4285714285714285,0,0,0,0.0080163446609926,-0.3609817993898226,-0.2381579958299304,0.005405197779163,-1.4425559000558938,-0.2910315527657285,3.1354942159291497,Medium,Medium,Inactive,3.7457239877945674
CUST_GH6FQR,PROD_2IHLKP,TRANS_MHUID5,8,196.43,Home,13,Asia,0.8,2688.71,2020-06-15,2023-08-26,Summer,Afternoon,Loyalty Program,2020,6,5,551,121,0.3888888888888889,0.9803834398444012,0.0952380952380952,1,0,0,-0.35389537818292,1.6589092094472273,-1.37122239071856,1.2338592384980311,-0.5258054998820034,1.38232127876179,4.804021044733257,Loyal,High,Inactive,3.8120076073762887
CUST_SQMAG0,PROD_ECILF8,TRANS_57ILLW,11,106.54,Sports,60,Asia,0.26,2435.65,2020-09-20,2023-03-11,Fall,Evening,Loyalty Program,2020,9,5,719,20,0.5555555555555556,0.4808557932759099,0.6547619047619048,1,0,0,0.1889722060829489,-0.0665303304592861,0.5307071292730682,1.2338592384980311,1.0619683890789613,-0.3248366604733551,3.044522437723423,Loyal,Medium,Inactive,3.6613458994619363
CUST_AI1WKG,PROD_J3QB1T,TRANS_UR8Y42,10,109.54,Clothing,56,South America,0.93,7803.88,2020-03-11,2023-02-25,Winter,Evening,Discount,2020,3,5,733,20,0.5,0.4975270908585718,0.6071428571428571,1,0,0,0.0080163446609926,-0.0089452974220234,0.368840787146121,1.2338592384980311,1.1942828798257084,-0.3248366604733551,3.044522437723423,Loyal,Medium,Inactive,3.6310219733933606
CUST_H07KKH,PROD_78VT63,TRANS_8UKIYM,16,176.8,Electronics,40,South America,0.44,1519.08,2021-06-02,2023-03-09,Summer,Morning,Loyalty Program,2021,6,4,721,71,0.8333333333333334,0.8712975826618505,0.4166666666666667,0,0,0,1.0937515131927305,1.2821111432734054,-0.2786245813616672,0.005405197779163,1.0808704591856395,0.5371935860711241,4.276666119016055,Medium,High,Inactive,3.455236998154293
CUST_DFLSRT,PROD_IRPZP8,TRANS_OR76DZ,6,195.44,Sports,12,South America,0.65,7948.78,2021-12-10,2023-12-09,Fall,Morning,Loyalty Program,2021,12,4,446,98,0.2777777777777778,0.9748819116421228,0.0833333333333333,0,0,0,-0.7158071010268326,1.6399061485449304,-1.4116889762502969,0.005405197779163,-1.5181641804826065,0.9935625401240836,4.59511985013459,Medium,High,Inactive,3.972102802291349
CUST_W2QDPO,PROD_W4P9DQ,TRANS_N6XLVI,8,112.88,Sports,12,South America,0.55,5394.99,2022-09-19,2023-06-03,Summer,Afternoon,Discount,2022,9,3,635,75,0.3888888888888889,0.5160878021672686,0.0833333333333333,0,0,0,-0.35389537818292,0.055166039359462,-1.4116889762502969,-1.2230488429397053,0.2680814445984789,0.6048038014863775,4.330733340286331,Medium,High,Inactive,4.400839769812317
CUST_QO0UXL,PROD_ON6K7D,TRANS_5GSDPM,5,64.32,Sports,61,Europe,0.57,5621.63,2021-09-04,2023-12-14,Summer,Afternoon,Email Campaign,2021,9,4,441,5,0.2222222222222222,0.2462350652959154,0.6666666666666666,0,0,0,-0.896762962448789,-0.8769436954036962,0.5711737148048049,0.005405197779163,-1.565419355749302,-0.5783749682805549,1.791759469228055,Medium,Low,Inactive,3.5725375532163177
CUST_4DQF00,PROD_NBB5CR,TRANS_6OXKYJ,3,36.99,Clothing,62,Europe,0.15,3143.09,2022-03-03,2023-02-12,Summer,Morning,Email Campaign,2022,3,3,746,2,0.1111111111111111,0.094359544317866,0.6785714285714286,0,0,0,-1.2586746852927015,-1.401543346373159,0.6116403003365417,-1.2230488429397053,1.3171463355191162,-0.6290826298419949,1.0986122886681098,Medium,Low,Inactive,2.407035032727491
CUST_LTB68C,PROD_YPAB88,TRANS_N44I48,7,186.77,Electronics,74,Europe,0.67,150.34,2021-03-01,2023-06-08,Winter,Afternoon,Loyalty Program,2021,3,4,630,18,0.3333333333333333,0.92670186162823,0.8214285714285714,0,0,0,-0.5348512396048763,1.4734854030672415,1.097239326717383,0.005405197779163,0.2208262693317835,-0.3586417681809817,2.9444389791664403,Medium,Medium,Inactive,1.9449369123541942
CUST_DT0FX9,PROD_SUL5PL,TRANS_HY6V65,2,176.54,Electronics,33,Europe,0.01,3050.92,2022-02-21,2023-12-14,Summer,Morning,Discount,2022,2,3,441,11,0.0555555555555555,0.8698527368713531,0.3333333333333333,0,0,0,-1.439630546714658,1.2771204404101757,-0.5618906800838246,-1.2230488429397053,-1.565419355749302,-0.476959645157675,2.4849066497880004,Medium,Low,Inactive,2.175985972540843
CUST_9K8QFR,PROD_YV6SUW,TRANS_A0BCDO,7,187.67,Sports,12,North America,0.78,3790.95,2020-12-25,2023-09-08,Winter,Afternoon,Email Campaign,2020,12,5,538,109,0.3333333333333333,0.9317032509030284,0.0833333333333333,1,0,0,-0.5348512396048763,1.4907609129784198,-1.4116889762502969,1.2338592384980311,-0.6486689555754115,1.1794906325160304,4.700480365792417,Loyal,High,Inactive,3.3766086649156115
CUST_OI4URF,PROD_UJR4KF,TRANS_KJ945W,6,140.76,Electronics,50,Asia,0.96,3405.12,2022-07-30,2023-12-10,Winter,Evening,Email Campaign,2022,7,3,445,17,0.2777777777777778,0.6710197277021394,0.5357142857142857,0,0,0,-0.7158071010268326,0.5903229463857562,0.1260412739557004,-1.2230488429397053,-1.5276152155359457,-0.3755443220347951,2.8903717578961645,Medium,Medium,Inactive,3.35858625782552
CUST_1TQSN8,PROD_7FP9J1,TRANS_S9JYW8,13,102.07,Electronics,62,South America,0.91,5289.29,2021-09-05,2023-01-10,Fall,Afternoon,Discount,2021,9,4,779,21,0.6666666666666666,0.4560155598777437,0.6785714285714286,0,0,0,0.5508839289268616,-0.1523320296848077,0.6116403003365417,0.005405197779163,1.6290304922793055,-0.3079341066195418,3.091042453358316,Medium,Medium,Inactive,3.560631525682292
CUST_6WHXVS,PROD_9WER0Z,TRANS_AJY4Q5,17,57.92,Clothing,61,North America,0.85,6484.96,2022-05-30,2023-12-28,Summer,Morning,Loyalty Program,2022,5,3,427,16,0.8888888888888888,0.2106696304529035,0.6666666666666666,0,0,0,1.2747073746146869,-0.9997917658831896,0.5711737148048049,-1.2230488429397053,-1.6977338464960487,-0.3924468758886084,2.833213344056216,Medium,Medium,Inactive,2.9382091851035583
CUST_MSQXJQ,PROD_QL4YDN,TRANS_IDR4B8,12,192.2,Home,18,Asia,0.02,3003.57,2022-07-05,2023-10-08,Fall,Morning,Email Campaign,2022,7,3,508,128,0.6111111111111112,0.956876910252848,0.1547619047619047,0,0,0,0.3699280675049052,1.5777143128646869,-1.168889463059876,-1.2230488429397053,-0.9322000071755836,1.5006391557384835,4.859812404361672,Medium,High,Inactive,3.594689400592061
CUST_3EANV3,PROD_QNDOIY,TRANS_PST9XM,15,90.01,Home,65,South America,0.75,753.32,2020-04-08,2023-08-01,Winter,Morning,Loyalty Program,2020,4,5,576,21,0.7777777777777778,0.3889969435954431,0.7142857142857143,1,0,0,0.9127956517707744,-0.3838238624946034,0.733040056931752,1.2338592384980311,-0.2895296235485265,-0.3079341066195418,3.091042453358316,Loyal,Medium,Inactive,3.594689400592061
CUST_9LJWU0,PROD_UJY1NS,TRANS_O5MGRW,9,193.04,Home,76,North America,0.27,2878.37,2022-12-01,2023-10-14,Spring,Evening,Discount,2022,12,3,502,23,0.4444444444444444,0.9615448735759932,0.8452380952380952,0,0,0,-0.1729395167609637,1.59383812211512,1.1781724977808563,-1.2230488429397053,-0.988906217495618,-0.2741289989119151,3.1780538303479458,Medium,Medium,Inactive,3.7096362293559704
CUST_NHULCL,PROD_X29YNT,TRANS_O09O6G,12,155.78,Sports,5,Asia,0.46,560.2,2021-07-10,2023-05-22,Fall,Afternoon,Email Campaign,2021,7,4,647,374,0.6111111111111112,0.7544873575993332,0.0,0,0,0,0.3699280675049052,0.8786320117923182,-1.694955074972454,0.005405197779163,0.3814938652385478,5.65866740377656,5.926926025970411,Medium,High,Inactive,4.065340769892217
CUST_O3YL6G,PROD_7FEII7,TRANS_DALLL0,18,193.8,Sports,77,North America,0.05,5842.42,2021-07-11,2023-09-07,Winter,Afternoon,Email Campaign,2021,7,4,539,45,0.9444444444444444,0.965768268963601,0.8571428571428571,0,0,0,1.4556632360366433,1.6084263304845603,1.2186390833125933,0.005405197779163,-0.6392179205220724,0.0977271858719778,3.828641396489095,Medium,High,Inactive,4.311207084269143
CUST_XJXIAD,PROD_NSMB7N,TRANS_CISKUD,14,159.85,Home,82,North America,0.55,915.81,2022-04-21,2023-01-08,Spring,Evening,Discount,2022,4,3,781,27,0.7222222222222222,0.777104751319811,0.9166666666666666,0,0,0,0.7318397903488179,0.956755706612871,1.4209720109712771,-1.2230488429397053,1.647932562385984,-0.2065187834966619,3.332204510175204,Medium,Medium,Inactive,4.362590644211562
CUST_X9RMGO,PROD_HAATXV,TRANS_OT2OG3,17,191.02,Clothing,11,South America,0.72,9885.34,2021-12-22,2023-04-10,Fall,Afternoon,Discount,2021,12,4,689,295,0.8888888888888888,0.9503195332036676,0.0714285714285714,0,0,0,1.2747073746146869,1.5550641998700303,-1.4521555617820334,0.005405197779163,0.778437337478789,4.323365649325308,5.69035945432406,Medium,High,Inactive,4.283735120329445
CUST_VV0V9V,PROD_MQHM4R,TRANS_3AJAF9,14,187.98,Sports,85,South America,0.24,1436.41,2022-11-25,2023-05-06,Summer,Evening,Loyalty Program,2022,11,3,663,31,0.7222222222222222,0.9334259516532368,0.9523809523809524,0,0,0,0.7318397903488179,1.4967113663922704,1.5423717675664874,-1.2230488429397053,0.5327104260919729,-0.1389085680814086,3.4657359027997265,Medium,Medium,Inactive,4.162766622432989
CUST_U8F17V,PROD_MN98VN,TRANS_NDMXW6,3,154.34,Clothing,45,Europe,0.84,9343.84,2022-11-01,2023-09-20,Summer,Morning,Email Campaign,2022,11,3,526,10,0.1111111111111111,0.7464851347596555,0.4761904761904761,0,0,0,-1.2586746852927015,0.8509911959344322,-0.0762916537029833,-1.2230488429397053,-0.7620813762154803,-0.4938621990114883,2.3978952727983707,Medium,Low,Inactive,3.8513302099740447
CUST_ZUDHE3,PROD_GHSH4P,TRANS_NU95OD,3,118.88,Clothing,35,North America,0.14,5429.52,2022-03-05,2023-06-21,Spring,Evening,Discount,2022,3,3,617,10,0.1111111111111111,0.5494303973325922,0.3571428571428571,0,0,0,-1.2586746852927015,0.1703361054339873,-0.480957509020351,-1.2230488429397053,0.0979628136383755,-0.4938621990114883,2.3978952727983707,Medium,Low,Inactive,2.753842149465482
CUST_R2ZD37,PROD_3MPAZI,TRANS_VDL5D2,6,145.16,Electronics,30,North America,0.94,8022.24,2020-01-27,2023-04-25,Fall,Morning,Loyalty Program,2020,1,5,674,29,0.2777777777777778,0.6954709641567101,0.2976190476190476,1,0,0,-0.7158071010268326,0.6747809948404082,-0.6832904366790349,1.2338592384980311,0.6366718116787028,-0.1727136757890352,3.4011973816621555,Loyal,Medium,Inactive,2.7323293090862912
CUST_FTXZXZ,PROD_1L7DZB,TRANS_KSDXUZ,5,191.83,Electronics,40,South America,0.84,5744.61,2020-01-31,2023-06-28,Fall,Evening,Discount,2020,1,5,610,24,0.2222222222222222,0.9548207835509864,0.4166666666666667,1,0,0,-0.896762962448789,1.5706121587900912,-0.2786245813616672,1.2338592384980311,0.0318055682650019,-0.2572264450581019,3.2188758248682006,Loyal,Medium,Inactive,3.0059894931095674
CUST_QQQGS0,PROD_D7IHRG,TRANS_G3IBYP,18,114.29,Sports,74,Asia,0.11,8031.78,2022-01-31,2023-07-18,Spring,Morning,Discount,2022,1,3,590,28,0.9444444444444444,0.5239233120311197,0.8214285714285714,0,0,0,1.4556632360366433,0.0822310048869757,1.097239326717383,-1.2230488429397053,-0.1572151328017795,-0.1896162296428485,3.367295829986474,Medium,Medium,Inactive,3.329123012172269
CUST_YR8D0O,PROD_KR78BA,TRANS_D4VR27,8,26.55,Home,58,North America,0.58,6719.88,2022-08-07,2023-01-31,Fall,Evening,Discount,2022,8,3,758,4,0.3888888888888889,0.0363434287302028,0.6309523809523809,0,0,0,-0.35389537818292,-1.601939261342833,0.4497739582095946,-1.2230488429397053,1.4305587561591853,-0.5952775221343682,1.6094379124341003,Medium,Low,Inactive,2.7318698557629175
